id_str,favorite_count,retweet_count,statuses_count,user_favourites_count,list_count,friends_count,followers_count,full_text
666691418707132416,175,45,12577,145790,5733,17,8824211,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF
666701168228331520,404,202,12577,145790,5733,17,8824211,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB
666739327293083650,221,60,12577,145790,5733,17,8824211,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI
666776908487630848,325,158,12577,145790,5733,17,8824211,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH
666781792255496192,363,177,12577,145790,5733,17,8824211,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa
666786068205871104,708,451,12577,145790,5733,17,8824211,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S
666804364988780544,219,84,12577,145790,5733,17,8824211,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK
666817836334096384,483,235,12577,145790,5733,17,8824211,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO
666826780179869698,239,86,12577,145790,5733,17,8824211,12/10 simply brilliant pup https://t.co/V6ZzG45zzG
666835007768551424,200,74,12577,145790,5733,17,8824211,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1
666837028449972224,761,514,12577,145790,5733,17,8824210,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h
666983947667116034,2400,910,12577,145790,5733,17,8824210,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc
666996132027977728,227,83,12577,145790,5733,17,8824210,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk
667012601033924608,423,210,12577,145790,5733,17,8824210,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m
667044094246576128,175,46,12577,145790,5733,17,8824210,12/10 gimme now https://t.co/QZAnwgnOMB
667062181243039745,208,49,12577,145790,5733,17,8824210,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA
667065535570550784,160,41,12577,145790,5733,17,8824210,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR
667073648344346624,378,110,12577,145790,5733,17,8824210,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq
667090893657276420,316,117,12577,145790,5733,17,8824210,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr
667119796878725120,314,122,12577,145790,5733,17,8824210,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ
667138269671505920,4320,2039,12577,145790,5733,17,8824210,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V
667152164079423490,45113,15821,12577,145790,5733,17,8824210,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X
667160273090932737,243,59,12577,145790,5733,17,8824211,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1
667165590075940865,2541,1051,12577,145791,5733,17,8824856,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY
667171260800061440,208,77,12577,145790,5733,17,8824211,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY
667174963120574464,233,72,12577,145790,5733,17,8824211,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs"
667176164155375616,578,427,12577,145790,5733,17,8824211,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN
667177989038297088,180,51,12577,145790,5733,17,8824211,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW
667182792070062081,13517,5755,12577,145790,5733,17,8824211,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl
667188689915760640,706,371,12577,145790,5733,17,8824211,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV
667192066997374976,362,92,12577,145790,5733,17,8824211,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6
667200525029539841,582,245,12577,145790,5733,17,8824211,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ
667211855547486208,460,224,12577,145790,5733,17,8824211,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH
667369227918143488,348,152,12577,145790,5733,17,8824211,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1
667393430834667520,184,52,12577,145790,5733,17,8824211,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS
667405339315146752,442,211,12577,145790,5733,17,8824211,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1
667435689202614272,292,79,12577,145790,5733,17,8824211,Ermergerd 12/10 https://t.co/PQni2sjPsm
667437278097252352,428,223,12577,145790,5733,17,8824211,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx
667443425659232256,740,541,12577,145790,5733,17,8824211,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N
667453023279554560,298,84,12577,145790,5733,17,8824211,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa
667455448082227200,181,56,12577,145790,5733,17,8824211,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK
667470559035432960,244,89,12577,145790,5733,17,8824211,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk
667491009379606528,498,210,12577,145790,5733,17,8824211,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y
667495797102141441,496,249,12577,145790,5733,17,8824211,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i
667502640335572993,514,209,12577,145790,5733,17,8824211,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl
667509364010450944,6452,1998,12577,145790,5733,17,8824211,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7
667517642048163840,349,180,12577,145790,5733,17,8824211,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0
667524857454854144,1611,1052,12577,145790,5733,17,8824211,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm
667530908589760512,441,223,12577,145790,5733,17,8824211,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy"
667534815156183040,776,494,12577,145790,5733,17,8824211,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV"
667538891197542400,194,61,12577,145790,5733,17,8824211,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe"
667544320556335104,813,493,12577,145790,5733,17,8824211,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR"
667546741521195010,322,115,12577,145790,5733,17,8824211,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb
667549055577362432,5478,2112,12577,145790,5733,17,8824211,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx
667550882905632768,0,31,12577,145790,5733,17,8824211,RT @dogratingrating: Unoriginal idea. Blatant plagiarism. Curious grammar. -5/10 https://t.co/r7XzeQZWzb
667550904950915073,0,31,12577,145790,5733,17,8824211,"RT @dogratingrating: Exceptional talent. Original humor. Cutting edge, Nova Scotian comedian. 12/10 https://t.co/uarnTjBeVA"
667724302356258817,456,302,12577,145790,5733,17,8824211,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ
667728196545200128,361,143,12577,145790,5733,17,8824211,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB
667766675769573376,417,203,12577,145790,5733,17,8824212,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe
667773195014021121,222,51,12577,145790,5733,17,8824212,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD
667782464991965184,393,230,12577,145790,5733,17,8824212,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x
667793409583771648,670,309,12577,145790,5733,17,8824212,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O
667801013445750784,312,90,12577,145790,5733,17,8824212,OMIGOD 12/10 https://t.co/SVMF4Frf1w
667806454573760512,998,459,12577,145790,5733,17,8824212,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75
667832474953625600,281,58,12577,145790,5733,17,8824211,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7"
667861340749471744,231,74,12577,145790,5733,17,8824211,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba
667866724293877760,2871,975,12577,145790,5733,17,8824211,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X
667873844930215936,595,380,12577,145790,5733,17,8824211,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE
667878741721415682,373,111,12577,145790,5733,17,8824211,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN
667885044254572545,780,445,12577,145790,5733,17,8824211,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd
667886921285246976,1775,1007,12577,145790,5733,17,8824211,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1
667902449697558528,814,358,12577,145790,5733,17,8824211,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W
667911425562669056,468,278,12577,145790,5733,17,8824211,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368
667915453470232577,199,53,12577,145790,5733,17,8824211,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN
667924896115245057,279,104,12577,145790,5733,17,8824211,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2
667937095915278337,1187,748,12577,145790,5733,17,8824211,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq
668113020489474048,640,221,12577,145790,5733,17,8824211,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX
668142349051129856,548,263,12577,145790,5733,17,8824211,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2
668154635664932864,472,291,12577,145790,5733,17,8824211,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI
668171859951755264,461,183,12577,145790,5733,17,8824211,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb
668190681446379520,612,190,12577,145790,5733,17,8824211,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2
668204964695683073,527,184,12577,145790,5733,17,8824211,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK
668221241640230912,491,185,12577,145790,5733,17,8824211,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh
668226093875376128,283,96,12577,145790,5733,17,8824211,Sneaky dog here. Tuba player has no clue. 10/10 super sneaky https://t.co/jWVwSppaa2
668237644992782336,5871,2667,12577,145790,5733,17,8824211,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i
668248472370458624,913,450,12577,145790,5733,17,8824211,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K
668256321989451776,1228,563,12577,145790,5733,17,8824211,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd
668268907921326080,525,222,12577,145790,5733,17,8824211,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN
668274247790391296,780,222,12577,145790,5733,17,8824211,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB
668286279830867968,478,128,12577,145790,5733,17,8824211,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc
668291999406125056,230,29,12577,145790,5733,17,8824211,I can't do better than he did. 10/10 https://t.co/fM0KXns7Or
668297328638447616,597,276,12577,145790,5733,17,8824211,2 rare dogs. They waddle (v inefficient). Sometimes slide on bellies. Right one wants to be aircraft Marshall. 9/10s https://t.co/P8bivfp5sU
668466899341221888,846,481,12577,145790,5733,17,8824211,Here is a mother dog caring for her pups. Snazzy red mohawk. Doesn't wag tail. Pups look confused. Overall 4/10 https://t.co/YOHe6lf09m
668480044826800133,435,139,12577,145790,5733,17,8824211,Say hello to DayZ. She is definitely stuck on that stair. Just looking for someone to help her. 11/10 I would help https://t.co/be3zMW0Qj5
668484198282485761,405,220,12577,145790,5733,17,8824211,Good teamwork between these dogs. One is on lookout while other eats. Long necks. Nice big house. 9/10s good pups https://t.co/uXgmECGYEB
668496999348633600,388,124,12577,145790,5733,17,8824211,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2
668507509523615744,311,98,12577,145790,5733,17,8824211,This is a Birmingham Quagmire named Chuk. Loves to relax and watch the game while sippin on that iced mocha. 10/10 https://t.co/HvNg9JWxFt
668528771708952576,441,210,12577,145790,5733,17,8824211,This is Gòrdón. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me https://t.co/zpdBQCcYgW
668537837512433665,242,67,12577,145790,5733,17,8824211,This is Spark. He's nervous. Other dog hasn't moved in a while. Won't come when called. Doesn't fetch well 8/10&amp;1/10 https://t.co/stEodX9Aba
668542336805281792,432,200,12577,145790,5733,17,8824211,There's a lot going on here but in my honest opinion every dog pictured is pretty fabulous. 10/10 for all. Good dogs https://t.co/VvYVbsi6c3
668544745690562560,488,214,12577,145790,5733,17,8824211,It is an honor to rate this pup. He is a Snorklhuahua from Amarillo. A true renaissance dog. Also part Rudolph 10/10 https://t.co/ALNyYuGui7
668567822092664832,226,49,12577,145790,5733,17,8824211,This is Marvin. He can tie a bow tie better than me. 11/10 https://t.co/81kzPgqjQ3
668614819948453888,584,300,12577,145790,5733,17,8824211,Here is a horned dog. Much grace. Can jump over moons (dam!). Paws not soft. Bad at barking. 7/10 can still pet tho https://t.co/2Su7gmsnZm
668620235289837568,187,38,12577,145790,5733,17,8824211,Say hello to Kallie. There was a tornado in the area &amp; the news guy said everyone should wear a helmet. 10/10 adorbz https://t.co/AGyogHtmXx
668623201287675904,1350,705,12577,145790,5733,17,8824211,This is Jomathan. He is not thrilled about the length of the grass. 10/10 https://t.co/TIhVKEIPqj
668625577880875008,362,121,12577,145790,5733,17,8824211,This is Maks. Maks just noticed something wasn't right. 10/10 https://t.co/0zBycaxyvs
668627278264475648,295,107,12577,145790,5733,17,8824211,This is Timofy. He's a pilot for Southwest. It's Christmas morning &amp; everyone has gotten kickass gifts but him. 9/10 https://t.co/3FuNbzyPwo
668631377374486528,675,299,12577,145790,5733,17,8824211,Meet Zeek. He is a grey Cumulonimbus. Zeek is hungry. Someone should feed Zeek asap. 5/10 absolutely terrifying https://t.co/fvVNScw8VH
668633411083464705,2662,1507,12577,145790,5733,17,8824211,This is Churlie. He likes bagels. 10/10 https://t.co/k8P6FZlzAG
668636665813057536,985,465,12577,145790,5733,17,8824211,This is an Irish Rigatoni terrier named Berta. Completely made of rope. No eyes. Quite large. Loves to dance. 10/10 https://t.co/EM5fDykrJg
668641109086707712,1018,509,12577,145790,5733,17,8824211,Meet Hanz. He heard some thunder. 10/10 https://t.co/pKJK23j0QZ
668643542311546881,829,495,12577,145790,5733,17,8824211,Fascinating dog here. Loves beach. Oddly long nose for dog. Massive ass paws. Hard to cuddle w. 3/10 would still pet https://t.co/IiSdmhkC5N
668645506898350081,829,502,12577,145790,5733,17,8824211,Incredibly rare dog here. Good at bipedalism. Rad blue spikes. Ready to dance. 11/10 https://t.co/70X1TIXn38
668655139528511488,495,205,12577,145790,5733,17,8824211,Say hello to Winifred. He is a Papyrus Hydrangea mix. Can tie shoes. 11/10 inspiring pup https://t.co/mwnBN6ZkPt
668779399630725120,674,349,12577,145790,5733,17,8824211,This is Kevon. He is not physically or mentally prepared to start his Monday. 10/10 totes relatable https://t.co/YVAJgWHzPW
668815180734689280,530,247,12577,145790,5733,17,8824211,This is a wild Toblerone from Papua New Guinea. Mouth always open. Addicted to hay. Acts blind. 7/10 handsome dog https://t.co/IGmVbz07tZ
668826086256599040,413,125,12577,145790,5733,17,8824211,This is Banditt. He is a brown LaBeouf retriever. Loves cold weather. 4 smaller dogs are his sons (probably). 10/10 https://t.co/Ko7eCsFpnI
668852170888998912,428,151,12577,145790,5733,17,8824211,Say hello to Bobb. Bobb is a Golden High Fescue &amp; a proud father of 8. Bobb sleeps while the little pups play. 11/10 https://t.co/OmxouCZ8IY
668872652652679168,502,284,12577,145790,5733,17,8824212,This is Amélie. She is a confident white college girl. Extremely intimidating. Literally can't rn omg. 11/10 fab https://t.co/up0MHRxelf
668892474547511297,380,139,12577,145790,5733,17,8824212,This is Ruffles. He is an Albanian Shoop Da Whoop. He just noticed the camera. Patriotic af. Classy hardwood. 11/10 https://t.co/HyDpTU5Jhj
